       0  5.98880e+16  2.42027e+16  1.55676e+16   -0.0898278    -0.756895     0.647334    0.0923209    -0.653491    -0.751283     0.991669  -0.00772365     0.128579
       1  5.27558e+16  1.82175e+16  1.07042e+16     0.955262     0.263965     0.133402     0.210799    -0.924039     0.318929    -0.207455     0.276540     0.938343
       2  4.20807e+16  2.90039e+16  1.75363e+16     0.413362     0.897528    -0.153545     0.230038    0.0602229     0.971316    -0.881030     0.436827     0.181572
       3  4.09515e+16  2.32705e+16  1.68766e+16    -0.455642     0.487396     0.744873     0.434154     0.852187    -0.292042     0.777111    -0.190323     0.599897
       4  3.30055e+16  1.93562e+16  1.50388e+16     0.719973     0.630929     0.289081    0.0514427     0.366878    -0.928846    -0.692093     0.683615     0.231686
       5  2.69229e+16  1.40607e+16  2.46802e+15     0.205353    -0.975904   -0.0737607     0.611481     0.186785    -0.768897    -0.764147    -0.112792    -0.635104
       6  2.06559e+16  1.04538e+16  6.54024e+15    -0.704867   -0.0368316     0.708382    -0.576251    -0.552613    -0.602125     0.413638    -0.832624     0.368294
       7  1.54723e+16  8.95222e+15  7.08503e+15    -0.521042    -0.779528     0.347636    -0.684564     0.624928     0.375283     0.509791    0.0424412     0.859251
       9  1.55860e+16  1.07908e+16  6.43852e+15    -0.322641     0.457077     0.828845    -0.878091    -0.471444   -0.0818267    -0.353353     0.754202    -0.553463
      10  1.72497e+16  1.05574e+16  1.90615e+15     0.242824     0.918834    -0.311096     0.415360     0.191331     0.889308    -0.876649     0.345162     0.335187
      11  9.92593e+15  8.68321e+15  3.94430e+15    -0.864240    -0.317462    -0.390265    -0.481796     0.299045     0.823677     0.144779    -0.899883     0.411399
      12  8.83447e+15  7.84273e+15  5.22349e+15    -0.121004     0.930401    -0.345994     0.922613     0.234019     0.306628    -0.366257     0.282115     0.886717
      13  1.09804e+16  7.16629e+15  4.53049e+15     0.217250     0.609185     0.762690     0.723715     0.423791    -0.544644    -0.655010     0.670294    -0.348808
      14  1.19675e+16  3.97937e+15  2.58120e+15     0.102556    0.0972557     0.989961    -0.975035     0.206871    0.0806867     0.196947     0.973522    -0.116044
      15  9.28599e+15  4.85710e+15  2.15308e+15    0.0877228     0.626258     0.774665   -0.0789372     0.779587    -0.621299    -0.993012  -0.00664775     0.117823
      16  9.43901e+15  5.85104e+15  4.21886e+15   -0.0924436    -0.490013     0.866799     0.161875    -0.866342    -0.472491     0.982472    0.0966342     0.159409
      17  7.94152e+15  4.92116e+15  2.92464e+15     0.395762    -0.878971     0.266050     0.344183    -0.126624    -0.930325     0.851417     0.459757     0.252414
      18  7.71512e+15  5.43445e+15  3.02533e+15     0.136417     0.890714     0.433611     0.746885    -0.380023     0.545660    -0.650809    -0.249420     0.717103
      19  1.16226e+16  3.27602e+15  2.35075e+15     0.656560     0.229626     0.718471     0.750151    -0.298242    -0.590191    0.0787548     0.926458    -0.368068
      20  1.07179e+16  5.32603e+15  3.07455e+15    -0.856345    -0.442477     0.266245     0.485304    -0.865783     0.122065    -0.176500    -0.233739    -0.956145
      21  8.98522e+15  6.48654e+15  4.96517e+15    -0.883907    -0.418270     0.209185    -0.466804     0.816187    -0.340488    0.0283186     0.398609     0.916684
      22  1.12518e+16  2.43115e+15  1.23492e+15    -0.467832    0.0921551     0.878999    -0.883379   -0.0174522    -0.468334   -0.0278192    -0.995591    0.0895726
      23  1.13591e+16  3.78575e+15  2.59051e+15   -0.0990256     0.187330     0.977293    -0.825987    -0.563168    0.0242552    -0.554923     0.804829    -0.210500
      24  8.08687e+15  5.00053e+15  3.43708e+15    -0.574721     0.588738     0.568405     0.816657     0.457260     0.352114    0.0526059    -0.666559     0.743594
      25  1.07243e+16  2.61535e+15  1.96822e+15    -0.433670     0.386082     0.814169    -0.676126    -0.736707   -0.0107914    -0.595637     0.555160    -0.580528
