       0  6.39630e+16  2.64435e+16  1.74715e+16   -0.0925071    -0.757470     0.646283    0.0782082    -0.652588    -0.753666     0.992636   -0.0191748     0.119609
       5  2.34279e+16  1.84914e+16  1.07065e+16     0.996024   0.00379449   -0.0890014   -0.0347038     0.936689    -0.348439   -0.0820445    -0.350142    -0.933097
       2  4.47821e+16  2.98130e+16  1.83838e+16     0.419233     0.896456    -0.143563     0.237602    0.0442813     0.970353     0.876236    -0.440915    -0.194436
       1  4.25676e+16  2.46460e+16  1.83597e+16    -0.446586     0.493514     0.746327     0.438553     0.847794    -0.298189     0.779893    -0.194137     0.595045
       3  3.55674e+16  2.02299e+16  1.55106e+16     0.726254     0.635932     0.261049   0.00587828     0.373988    -0.927415    -0.687402     0.675073     0.267872
       4  3.79655e+16  9.48967e+15  2.67310e+15    -0.313807     0.868385     0.383971     0.533177     0.495782    -0.685509    -0.785651   -0.0103931    -0.618582
       6  2.12908e+16  1.08609e+16  6.81239e+15    -0.704074   -0.0295745     0.709510    -0.578677    -0.555214    -0.597386     0.411597    -0.831182     0.373798
       7  1.49834e+16  8.72724e+15  6.93835e+15    -0.489103    -0.804846     0.336156    -0.744612     0.585996     0.319628     0.454237    0.0939754     0.885910
       8  1.64941e+16  1.06349e+16  7.05142e+15    -0.374131     0.344206     0.861131     0.822209     0.552618     0.136331     0.428951    -0.759035     0.489761
      23  1.02855e+16  3.60334e+15  1.85189e+15     0.475452     0.493532     0.728266     0.159075     0.765943    -0.622917    -0.865240     0.412017     0.285661
      10  1.00729e+16  8.51821e+15  4.14758e+15    -0.870032    -0.291078    -0.397892    -0.475560     0.282785     0.832992     0.129948    -0.913951     0.384457
      12  8.74126e+15  7.85360e+15  5.15152e+15   -0.0827936     0.940672    -0.329063     0.924964     0.195435     0.325954    -0.370926     0.277385     0.886268
      11  1.10959e+16  7.90654e+15  5.06048e+15     0.197560     0.607770     0.769146     0.686311     0.474486    -0.551217    -0.699962     0.636772    -0.323380
      13  1.07971e+16  4.01620e+15  2.62432e+15    0.0972817     0.109561     0.989208    -0.974155     0.214067    0.0720920     0.203858     0.970655    -0.127555
      19  8.81274e+15  5.10577e+15  2.26993e+15    0.0960572     0.618289     0.780058   -0.0889879     0.785879    -0.611944    -0.991390   -0.0106341     0.130510
      15  8.09026e+15  5.97711e+15  4.44995e+15    -0.167893    -0.259928     0.950920   0.00326105    -0.964754    -0.263134     0.985800   -0.0410775     0.162823
      14  1.06603e+16  5.93693e+15  3.05290e+15     0.299069    -0.842619     0.447829     0.466969    -0.280038    -0.838760     0.832164     0.459969     0.309727
      17  7.10415e+15  5.23565e+15  3.05648e+15     0.154738     0.883065     0.443003     0.749358    -0.397123     0.529864    -0.643831    -0.249978     0.723182
      28  9.89078e+15  3.23057e+15  2.12842e+15     0.641344     0.164782     0.749349     0.755021    -0.309244    -0.578196     0.136455     0.936597    -0.322746
      18  1.09088e+16  5.63998e+15  3.11743e+15    -0.889400    -0.378161     0.256830     0.424324    -0.891954     0.156101    -0.170049    -0.247815    -0.953767
      22  9.46099e+15  7.02024e+15  5.41191e+15    -0.869501    -0.433325     0.237058    -0.489241     0.821549    -0.292746    0.0679005     0.370522     0.926338
      20  1.08045e+16  2.39405e+15  1.32719e+15    -0.486313    0.0997745     0.868070    -0.873359   -0.0245055    -0.486460   -0.0272637    -0.994708    0.0990564
      16  1.07820e+16  4.60231e+15  3.08664e+15    -0.106988     0.182691     0.977332    -0.933566    -0.356641   -0.0355307    -0.342065     0.916205    -0.208710
      21  7.93840e+15  4.53927e+15  3.32122e+15    -0.602833     0.578434     0.549551     0.796931     0.469885     0.379618    0.0386417    -0.666800     0.744234
      26  9.99570e+15  2.85868e+15  2.01968e+15    -0.429871     0.392109     0.813302    -0.744396    -0.663684   -0.0734755    -0.510965     0.637004    -0.577183
      24  5.58992e+15  3.42057e+15  1.95018e+15     0.486462   -0.0302955     0.873177     0.798673    -0.389768    -0.458478     0.354226     0.920415    -0.165411
      25  7.12707e+15  2.66986e+15  2.08476e+15    -0.993913    0.0233180     0.107668   -0.0764252     0.557957    -0.826343   -0.0793426    -0.829542    -0.552779
     126  2.54483e+15  1.47457e+15  9.50957e+14    -0.149194    -0.707431     0.690857    0.0247583    -0.701130    -0.712604     0.988498   -0.0892116     0.122119
      34  5.83620e+15  4.49418e+15  3.27806e+15     0.672609   -0.0553011     0.737929    -0.360919    -0.895070     0.261894    -0.646014     0.442484     0.621991
      33  8.77789e+15  2.21014e+15  1.14883e+15    -0.645845     0.761801    0.0504423    -0.613069    -0.478107    -0.628936     0.455007     0.437120    -0.775819
      32  7.28621e+15  2.02164e+15  1.22646e+15     0.742718     0.538373     0.398151     0.669586    -0.601505    -0.435713  -0.00491359    -0.590209     0.807235
      27  8.08007e+15  5.78215e+15  3.05726e+15    -0.626490    -0.602739    -0.494183    -0.399902     0.792785    -0.459967     0.669021   -0.0905399    -0.737708
      29  8.50279e+15  5.14837e+15  3.26773e+15    0.0822108     0.189160     0.978499     0.279504    -0.946796     0.159548    -0.956618    -0.260378     0.130708
      30  4.72976e+15  4.15717e+15  1.77267e+15    -0.215443    -0.457305    -0.862819    -0.860183     0.507119   -0.0539945     0.462244     0.730549    -0.502621
      36  4.96382e+15  3.89560e+15  2.37526e+15     0.258003     0.331354    -0.907546    -0.926404    -0.181792    -0.329738    -0.274244     0.925827     0.260065
      35  6.68202e+15  3.93398e+15  2.31034e+15    -0.165529    -0.979396    -0.115690     0.966771    -0.137973    -0.215214     0.194818    -0.147470     0.969690
      55  5.09236e+15  3.65785e+15  2.65813e+15     0.354095     0.862358     0.361878     0.893175    -0.197132    -0.404199     0.277227    -0.466345     0.840040
      46  5.57366e+15  2.11171e+15  1.66903e+15    -0.368694     0.675664     0.638391     0.307033     0.736747    -0.602441    -0.877380   -0.0261090    -0.479085
      31  8.01304e+15  4.39791e+15  2.57823e+15    -0.445578     0.877848     0.175622     0.888332     0.409218     0.208341    -0.111024    -0.248843     0.962160
      39  6.06825e+15  1.00745e+15  5.37210e+14    -0.427696    -0.897042     0.111319     0.243154    -0.232785    -0.941641     0.870604    -0.375669     0.317681
      44  2.88228e+15  2.11469e+15  8.75345e+14     0.485373     0.596144    -0.639551     0.358721    -0.802876    -0.476140    -0.797328   0.00168542    -0.603543
      40  5.28204e+15  3.87489e+15  2.69639e+15     0.374454    -0.725816     0.577040     0.839314  0.000798317    -0.543646    -0.394126    -0.687888    -0.609487
      37  5.88633e+15  2.79875e+15  1.40158e+15    -0.768380     0.522107     0.370131    -0.247091     0.291479    -0.924114    -0.590372    -0.801526   -0.0949582
      48  4.82050e+15  2.90445e+15  2.44925e+15     0.549650    0.0266862     0.834968     0.107293     0.988957    -0.102238     0.828476    -0.145782    -0.540717
      42  3.91273e+15  3.05520e+15  1.64443e+15    -0.673350     0.732110     0.103029    -0.725293    -0.627105    -0.284057     0.143351     0.265996    -0.953256
      50  3.47933e+15  2.51386e+15  1.22727e+15    -0.184374    -0.935703    -0.300776    -0.771798   -0.0516428     0.633767     0.608551    -0.348989     0.712652
      43  2.94166e+15  2.30751e+15  9.84236e+14     0.531772   -0.0908717    -0.841998     0.507974     0.829746     0.231266     0.677629    -0.550694     0.487396
      47  5.72212e+15  2.38517e+15  1.95409e+15     0.629688    -0.641903     0.437554     0.214139    -0.397998    -0.892044     0.746751     0.655407    -0.113158
      49  5.74140e+15  1.66200e+15  9.63280e+14     0.696934    -0.650619     0.301627    -0.489661    -0.739020    -0.462689    -0.523942    -0.174769     0.833631
