4.25302699569e-06,-2.80800158071e-05,-3.43881014781e-21,-4.48739232501e-20,-3.47312025949e-08
4.34737006932e-06,-2.85940182668e-05,1.30056791598e-06,-2.45410648741e-07,-1.15511091996e-07
4.44379030358e-06,-2.90538157011e-05,2.67869630279e-06,-6.39848835673e-07,-1.83166351642e-07
4.54227597717e-06,-2.94514240549e-05,4.13468248881e-06,-1.18026483907e-06,-2.59458219623e-07
4.62536845939e-06,-2.97954636878e-05,5.67146763011e-06,-1.86220854847e-06,-3.38138879675e-07
4.72789398219e-06,-3.00424913696e-05,7.28235101332e-06,-2.70013460802e-06,-4.0042123158e-07
4.83240792451e-06,-3.02002434044e-05,8.96790411323e-06,-3.6762897499e-06,-4.72227323933e-07
4.93886152475e-06,-3.02587833662e-05,1.07253585848e-05,-4.79161117788e-06,-5.37954461058e-07
5.04719455289e-06,-3.0207798522e-05,1.25509156238e-05,-6.0446048141e-06,-6.07763116816e-07
5.15733437207e-06,-3.0036676474e-05,1.44396328218e-05,-7.43387880416e-06,-6.7256194303e-07
5.26919496458e-06,-2.97346014038e-05,1.63853105291e-05,-8.95739805492e-06,-7.40214760146e-07
5.38267589498e-06,-2.92906718456e-05,1.83803803128e-05,-1.06129941068e-05,-8.03051896438e-07
5.49766135866e-06,-2.8694041574e-05,2.0415798557e-05,-1.2397980379e-05,-8.68070108221e-07
5.61401919881e-06,-2.79340851293e-05,2.24809489513e-05,-1.4309323805e-05,-9.2800317309e-07
5.73159994908e-06,-2.70005889102e-05,2.45635581354e-05,-1.63434028738e-05,-9.89561460515e-07
5.85023594748e-06,-2.58839681915e-05,2.6649629347e-05,-1.84960627559e-05,-1.04544226649e-06
5.96974054707e-06,-2.45755096964e-05,2.8723399463e-05,-2.07624392993e-05,-1.10238327521e-06
6.08990737044e-06,-2.30676384689e-05,3.07673253464e-05,-2.31369629841e-05,-1.15278625932e-06
6.21050973971e-06,-2.13542065479e-05,3.27621056173e-05,-2.56132213536e-05,-1.20365188446e-06
6.33130021207e-06,-1.94307997924e-05,3.46867442614e-05,-2.81839418212e-05,-1.24686650916e-06
6.4520103624e-06,-1.72950576274e-05,3.65186622538e-05,-3.08408844403e-05,-1.28992473153e-06
6.57235069848e-06,-1.49469990435e-05,3.82338632077e-05,-3.35748227116e-05,-1.32397883145e-06
6.69201092748e-06,-1.23893463684e-05,3.98071580604e-05,-3.63754678049e-05,-1.3572950437e-06
6.81066037388e-06,-9.6278368572e-06,4.12124530418e-05,-3.9231462724e-05,-1.38002458194e-06
6.92794882826e-06,-6.67151038409e-06,4.24231031781e-05,-4.21303437343e-05,-1.40155273994e-06
7.0435076767e-06,-3.53296031314e-06,4.34123319364e-05,-4.50585617561e-05,-1.41071603127e-06
7.15695132565e-06,-2.28533469869e-07,4.4153714981e-05,-4.80014882743e-05,-1.41845136842e-06
7.26787921875e-06,3.22153545128e-06,4.46217227972e-05,-5.09434760096e-05,-1.41183250474e-06
7.37587794329e-06,6.79306965875e-06,4.47923144674e-05,-5.38679171852e-05,-1.40400608163e-06
7.48052393397e-06,1.04579901924e-05,4.46435703621e-05,-5.67573556402e-05,-1.37961852351e-06
7.58138668268e-06,1.41844622926e-05,4.41563485378e-05,-5.95936001246e-05,-1.3549574649e-06
7.67803192234e-06,1.79371582377e-05,4.33149466006e-05,-6.23578859196e-05,-1.31114085874e-06
7.77002566435e-06,2.16776429285e-05,4.21077463424e-05,-6.50310521513e-05,-1.26915257655e-06
7.85693783521e-06,2.5364884764e-05,4.05278180377e-05,-6.75937510325e-05,-1.20470956942e-06
7.93834731209e-06,2.89558881222e-05,3.8573456919e-05,-7.00266413287e-05,-1.14604074216e-06
8.01384573657e-06,3.2406439969e-05,3.62486279154e-05,-7.23107239056e-05,-1.06015757604e-06
8.08304256614e-06,3.56719547557e-05,3.35632911282e-05,-7.44275161844e-05,-9.87294373989e-07
8.14557505019e-06,3.87083935275e-05,3.05335833403e-05,-7.63593650532e-05,-8.78802832746e-07
8.20108008895e-06,4.14732651979e-05,2.71818626597e-05,-7.80896919177e-05,-7.97470409838e-07
8.24928440385e-06,4.39265537584e-05,2.35365092205e-05,-7.96033246608e-05,-6.62369894081e-07
8.28988519406e-06,4.60318020362e-05,1.96316670739e-05,-8.08866666975e-05,-5.86821114289e-07
8.32265753625e-06,4.77569587304e-05,1.55066779076e-05,-8.19280126259e-05,-4.03183474033e-07
8.34740897327e-06,4.90752657212e-05,1.12054285277e-05,-8.27177405681e-05,-3.60058921734e-07
8.36399209163e-06,4.9965975325e-05,6.77551283741e-06,-8.32485246865e-05,3.82464849032e-07
8.37230890809e-06,5.04149217795e-05,2.2672705026e-06,-8.3514731083e-05,7.06807036916e-07
8.37230890809e-06,5.04149217795e-05,-2.2672705026e-06,-8.3514731083e-05,-7.06807038534e-07
8.36399209163e-06,4.9965975325e-05,-6.77551283741e-06,-8.32485246867e-05,-3.82464845396e-07
8.34740897327e-06,4.90752657212e-05,-1.12054285277e-05,-8.27177405683e-05,3.60058920915e-07
8.32265753625e-06,4.77569587304e-05,-1.55066779076e-05,-8.19280126261e-05,4.03183476199e-07
8.28988519406e-06,4.60318020362e-05,-1.96316670739e-05,-8.08866666976e-05,5.86821114297e-07
8.24928440385e-06,4.39265537584e-05,-2.35365092205e-05,-7.96033246609e-05,6.62369893186e-07
8.20108008895e-06,4.14732651979e-05,-2.71818626597e-05,-7.80896919176e-05,7.97470409729e-07
8.14557504854e-06,3.87083935288e-05,-3.05335833414e-05,-7.63593650507e-05,8.78802831434e-07
8.08304256614e-06,3.56719547557e-05,-3.35632911282e-05,-7.44275161767e-05,9.87294378812e-07
8.01384575638e-06,3.24064399558e-05,-3.62486279006e-05,-7.23107239084e-05,1.06015757501e-06
7.93834731209e-06,2.89558881222e-05,-3.8573456919e-05,-7.00266413207e-05,1.14604073928e-06
7.85693783521e-06,2.5364884764e-05,-4.05278180377e-05,-6.75937510316e-05,1.20470956798e-06
7.77002566457e-06,2.16776429284e-05,-4.21077463422e-05,-6.50310521538e-05,1.26915257094e-06
7.67803192234e-06,1.79371582377e-05,-4.33149466006e-05,-6.23578859272e-05,1.31114086908e-06
7.5813866836e-06,1.41844622923e-05,-4.41563485369e-05,-5.95936001355e-05,1.3549574626e-06
7.48052393397e-06,1.04579901924e-05,-4.46435703621e-05,-5.67573556463e-05,1.37961851681e-06
7.37587794329e-06,6.79306965875e-06,-4.47923144674e-05,-5.38679171854e-05,1.40400609007e-06
7.26787922127e-06,3.2215354511e-06,-4.46217227947e-05,-5.09434760102e-05,1.41183250513e-06
7.15695132565e-06,-2.28533469869e-07,-4.4153714981e-05,-4.80014882726e-05,1.41845135897e-06
7.0435076767e-06,-3.53296031314e-06,-4.34123319364e-05,-4.50585617549e-05,1.41071603711e-06
6.92794882842e-06,-6.67151038406e-06,-4.24231031779e-05,-4.21303437333e-05,1.40155273652e-06
6.81066037388e-06,-9.6278368572e-06,-4.12124530418e-05,-3.92314627228e-05,1.38002458156e-06
6.69201093213e-06,-1.2389346367e-05,-3.9807158056e-05,-3.63754678067e-05,1.35729504595e-06
6.57235070206e-06,-1.49469990422e-05,-3.82338632043e-05,-3.3574822711e-05,1.32397882757e-06
6.4520103624e-06,-1.72950576274e-05,-3.65186622538e-05,-3.08408844383e-05,1.28992473135e-06
6.33130021207e-06,-1.94307997924e-05,-3.46867442614e-05,-2.81839418199e-05,1.24686650923e-06
6.21050973971e-06,-2.13542065479e-05,-3.27621056173e-05,-2.56132213526e-05,1.20365188497e-06
6.08990737044e-06,-2.30676384689e-05,-3.07673253464e-05,-2.31369629836e-05,1.15278625964e-06
5.96974054707e-06,-2.45755096964e-05,-2.8723399463e-05,-2.07624392993e-05,1.10238327578e-06
5.85023594748e-06,-2.58839681915e-05,-2.6649629347e-05,-1.84960627568e-05,1.04544226671e-06
5.73159994564e-06,-2.70005889127e-05,-2.45635581377e-05,-1.63434028718e-05,9.89561460902e-07
5.61401919881e-06,-2.79340851293e-05,-2.24809489513e-05,-1.43093238064e-05,9.28003173576e-07
5.49766135866e-06,-2.8694041574e-05,-2.0415798557e-05,-1.23979803806e-05,8.68070109077e-07
5.38267589091e-06,-2.9290671849e-05,-1.83803803149e-05,-1.06129941047e-05,8.03051897605e-07
5.26919496458e-06,-2.97346014038e-05,-1.63853105291e-05,-8.95739805653e-06,7.40214756832e-07
5.15733436945e-06,-3.00366764764e-05,-1.44396328229e-05,-7.43387880288e-06,6.72561944063e-07
5.04719455289e-06,-3.0207798522e-05,-1.25509156238e-05,-6.0446048143e-06,6.07763119961e-07
4.93886152475e-06,-3.02587833662e-05,-1.07253585848e-05,-4.79161117613e-06,5.37954461695e-07
4.83240792859e-06,-3.02002434005e-05,-8.96790411207e-06,-3.67628974836e-06,4.72227324595e-07
4.72789398219e-06,-3.00424913696e-05,-7.28235101332e-06,-2.7001346035e-06,4.00421235094e-07
4.6253684701e-06,-2.97954636773e-05,-5.67146762811e-06,-1.86220855112e-06,3.3813887949e-07
4.54227597717e-06,-2.94514240549e-05,-4.13468248881e-06,-1.18026483581e-06,2.59458214696e-07
4.44379030358e-06,-2.90538157011e-05,-2.67869630279e-06,-6.39848834656e-07,1.83166353352e-07
4.34737006945e-06,-2.85940182666e-05,-1.30056791597e-06,-2.45410648219e-07,1.15511090808e-07
4.25302699569e-06,-2.80800158071e-05,3.43881014781e-21,1.50941421784e-16,3.47312010619e-08
4.34737006932e-06,-2.85940182668e-05,-1.30056791598e-06,2.45410648741e-07,-1.15511091996e-07
4.44608458232e-06,-2.91901834728e-05,-3.57476647565e-21,-1.80700362081e-20,-3.34122220915e-07
4.54707692984e-06,-2.9735452961e-05,1.38398005238e-06,-3.92939029578e-07,-5.53951261457e-07
4.63290075513e-06,-3.02388982414e-05,2.85391757093e-06,-9.31377691337e-07,-7.83021570984e-07
4.73840141776e-06,-3.06568136305e-05,4.40768375292e-06,-1.61551700818e-06,-9.93315230751e-07
4.84614787177e-06,-3.09970873126e-05,6.04567964307e-06,-2.44422665642e-06,-1.20061024425e-06
4.95610716411e-06,-3.1249641939e-05,7.76667847052e-06,-3.41562591322e-06,-1.40581133849e-06
5.0682351965e-06,-3.14038600836e-05,9.56851685067e-06,-4.52623143535e-06,-1.61186934105e-06
5.1824757393e-06,-3.14486366496e-05,1.14479703896e-05,-5.77495774658e-06,-1.8133581015e-06
5.29875928796e-06,-3.13724502175e-05,1.34006245969e-05,-7.1598436966e-06,-2.01487488368e-06
5.4170019728e-06,-3.11634555826e-05,1.54207430706e-05,-8.67916931259e-06,-2.21081731855e-06
5.53710434685e-06,-3.08096000664e-05,1.75011356063e-05,-1.03306127492e-05,-2.40597293844e-06
5.65895023538e-06,-3.02987657142e-05,1.96330294039e-05,-1.21116949089e-05,-2.59433515772e-06
5.78240564068e-06,-2.96189394218e-05,2.18059472836e-05,-1.40193485282e-05,-2.78078212847e-06
5.90731752037e-06,-2.87584127614e-05,2.40075976712e-05,-1.60501102127e-05,-2.95877238787e-06
6.03351273761e-06,-2.77060122835e-05,2.6223781599e-05,-1.81998425772e-05,-3.13333464647e-06
6.16079707471e-06,-2.64513606522e-05,2.84383228739e-05,-2.04638144164e-05,-3.29728446335e-06
6.28895424012e-06,-2.49851679098e-05,3.06330282344e-05,-2.28364984841e-05,-3.45589663042e-06
6.41774515166e-06,-2.32995506899e-05,3.27876845937e-05,-2.53115977765e-05,-3.60123020409e-06
6.54690724674e-06,-2.13883761227e-05,3.48801011819e-05,-2.78818907785e-05,-3.73896331013e-06
6.67615408082e-06,-1.92476251375e-05,3.68862041428e-05,-3.05392348867e-05,-3.86026942512e-06
6.80517512113e-06,-1.68757682444e-05,3.87801911674e-05,-3.32744505357e-05,-3.97145329439e-06
6.93363581373e-06,-1.42741447517e-05,4.05347529984e-05,-3.60773228004e-05,-4.06263689996e-06
7.06117796166e-06,-1.14473343374e-05,4.21213675644e-05,-3.89365252596e-05,-4.14108008506e-06
